Feature ID	Taxon	Confidence
a56519cfc221c88dfdb81746c45b7a10	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__	0.997370428186797
bdb354433dcdabcc526cf04e0f43def3	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter; s__	0.9976554039140718
320b6fcd152ea61ef9090d083d269e4f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__	0.9790441431062403
a80e2b4240514bfb46656b3ffd58b082	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__	0.9999999918037616
48c02dc60aedcc5cc43b6af27232bac5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__	0.8719102240202149
005661ce3207b1faca4c265d8ad858cd	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__	0.9717422895225237
0d32fea17efe0563b692543c6f4cdd71	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.999997816615117
d5f4f56fb9b7b126bc49e5acf6982b55	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999710167545158
9a5b5b899ce613bf71712bdefa840e6e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidocella; s__	0.9999989638159515
80da24d3b276ac86f869384740f4f76c	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Acidicapsa; s__	0.9999837776816256
a98c0767f9a3ef3fe732ff9fb9c156aa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Luteibacter; s__	0.9117948366855799
3752cf08588508da907004010129f639	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.9999662664722179
12e8a7706fed2c5b5c776a32523fd375	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__WD260; f__WD260; g__WD260; s__	0.9999982155551669
475eb9125c193bc17e5acde52a72a59d	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Terriglobus; s__	0.9999540312668704
537baf4d0587840debfc406712abb02a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methyloferula; s__	0.9672919349894898
d815c35d7185b4f0ce6123e120fcca94	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__	0.9380923699278028
677dcac0b241c5d3f895c6c76db53cb0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__	0.9997097068404648
44204babe330bbc9bfa8386d5ea69378	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus; s__	0.9999991084673634
518397c108fb41b643a31bfb8b9a1168	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales	0.9988179924035715
305a90af3e73afc5420dbc6811824e77	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__	0.854191480585127
0c84e6861923ac96825e1300612bc9c4	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__	0.9999395671541867
d9ae4f55cb49541026b2b404ecf9ee32	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__	0.9637182222218439
5db7f82e68f990f2f868a4f964a50a13	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__	0.8208096968954985
e34888f5c1327ef9aaeb1c1defc5c305	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae	0.9997741728533799
06fb6f13295d9634c8e14aaeba9fbb99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__	0.9976046820639594
f04d031135e9ec8c7004b3d026c61b3e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidocella; s__	0.984848978828133
2e0b9019406a712dec4683dd18685609	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.9906608860636446
c9675c26e7b241d8ff67fbf16c693ca8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__	0.9946061938655909
41603911ff844800c49360392ce4ef00	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__	0.8999338822965836
eca2d209485fc53ed2e3425a21aa0a5e	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__	0.9999756859036704
